https://www.tensorflow.org/tutorials/images/cnn,Convolutional Neural Network (CNN)  |  TensorFlow Core,12/3/2021 3:39,2,,Link,Chrome,welcome,Default,47,0,C:\Users\welcome\AppData\Local\Google\Chrome\User Data\Default\History,12121
https://www.tensorflow.org/,TensorFlow,12/3/2021 3:39,2,,Link,Chrome,welcome,Default,27,0,C:\Users\welcome\AppData\Local\Google\Chrome\User Data\Default\History,12120
https://en.wikipedia.org/wiki/TensorFlow,TensorFlow - Wikipedia,12/3/2021 3:38,1,,Link,Chrome,welcome,Default,40,0,C:\Users\welcome\AppData\Local\Google\Chrome\User Data\Default\History,12119
https://github.com/tensorflow/tensorflow,tensorflow/tensorflow: An Open Source Machine Learning Framework for Everyone,12/3/2021 3:38,1,,Link,Chrome,welcome,Default,40,0,C:\Users\welcome\AppData\Local\Google\Chrome\User Data\Default\History,12118
https://www.tensorflow.org/,TensorFlow,12/3/2021 3:38,2,,Link,Chrome,welcome,Default,27,0,C:\Users\welcome\AppData\Local\Google\Chrome\User Data\Default\History,12117
https://www.google.com/search?q=tensorflow&sxsrf=AOaemvJ8jbtZUJNPMoLhigUIZ59MRlAoQw%3A1638520683572&ei=a9epYYCyIoulptQPxayFcA&oq=tensor+flow&gs_lcp=Cgdnd3Mtd2l6EAMYADIKCAAQgAQQsQMQCjIHCAAQgAQQCjIHCAAQgAQQCjIHCAAQgAQQCjIHCAAQgAQQCjIHCAAQgAQQCjIHCAAQgAQQCjIHCAAQgAQQCjIHCAAQgAQQCjIHCAAQgAQQCjoHCCMQ6gIQJzoECCMQJzoECAAQQzoKCAAQsQMQgwEQQzoRCC4QgAQQsQMQgwEQxwEQowI6BQguEIAEOgcIABCxAxBDOggIABCABBCxAzoFCAAQsQM6CggAEIAEEIcCEBQ6BQgAEJECOgsIABCABBCxAxCDAToFCAAQgARKBAhBGABKBAhGGABQywZYqDJg9T9oAXACeACAAXeIAacHkgEDOC4zmAEAoAEBsAEKwAEB&sclient=gws-wiz,tensorflow - Google Search,12/3/2021 3:38,2,https://www.google.com/search?q=tensorflow&sxsrf=AOaemvJ8jbtZUJNPMoLhigUIZ59MRlAoQw%3A1638520683572&ei=a9epYYCyIoulptQPxayFcA&oq=tensor+flow&gs_lcp=Cgdnd3Mtd2l6EAMYADIKCAAQgAQQsQMQCjIHCAAQgAQQCjIHCAAQgAQQCjIHCAAQgAQQCjIHCAAQgAQQCjIHCAAQgAQQCjIHCAAQgAQQCjIHCAAQgAQQCjIHCAAQgAQQCjIHCAAQgAQQCjoHCCMQ6gIQJzoECCMQJzoECAAQQzoKCAAQsQMQgwEQQzoRCC4QgAQQsQMQgwEQxwEQowI6BQguEIAEOgcIABCxAxBDOggIABCABBCxAzoFCAAQsQM6CggAEIAEEIcCEBQ6BQgAEJECOgsIABCABBCxAxCDAToFCAAQgARKBAhBGABKBAhGGABQywZYqDJg9T9oAXACeACAAXeIAacHkgEDOC4zmAEAoAEBsAEKwAEB&sclient=gws-wiz,Link,Chrome,welcome,Default,540,0,C:\Users\welcome\AppData\Local\Google\Chrome\User Data\Default\History,12116
https://www.google.com/search?q=tensorflow&sxsrf=AOaemvJ8jbtZUJNPMoLhigUIZ59MRlAoQw%3A1638520683572&ei=a9epYYCyIoulptQPxayFcA&oq=tensor+flow&gs_lcp=Cgdnd3Mtd2l6EAMYADIKCAAQgAQQsQMQCjIHCAAQgAQQCjIHCAAQgAQQCjIHCAAQgAQQCjIHCAAQgAQQCjIHCAAQgAQQCjIHCAAQgAQQCjIHCAAQgAQQCjIHCAAQgAQQCjIHCAAQgAQQCjoHCCMQ6gIQJzoECCMQJzoECAAQQzoKCAAQsQMQgwEQQzoRCC4QgAQQsQMQgwEQxwEQowI6BQguEIAEOgcIABCxAxBDOggIABCABBCxAzoFCAAQsQM6CggAEIAEEIcCEBQ6BQgAEJECOgsIABCABBCxAxCDAToFCAAQgARKBAhBGABKBAhGGABQywZYqDJg9T9oAXACeACAAXeIAacHkgEDOC4zmAEAoAEBsAEKwAEB&sclient=gws-wiz,tensorflow - Google Search,12/3/2021 3:38,2,,Form Submit,Chrome,welcome,Default,540,0,C:\Users\welcome\AppData\Local\Google\Chrome\User Data\Default\History,12115
https://www.tensorflow.org/tutorials/images/cnn,Convolutional Neural Network (CNN)  |  TensorFlow Core,12/3/2021 3:38,2,,Link,Chrome,welcome,Default,47,0,C:\Users\welcome\AppData\Local\Google\Chrome\User Data\Default\History,12114
https://machinelearningmastery.com/convolutional-layers-for-deep-learning-neural-networks/,How Do Convolutional Layers Work in Deep Learning Neural Networks?,12/3/2021 3:38,1,,Link,Chrome,welcome,Default,90,0,C:\Users\welcome\AppData\Local\Google\Chrome\User Data\Default\History,12113
https://www.ibm.com/cloud/learn/convolutional-neural-networks,What are Convolutional Neural Networks? | IBM,12/3/2021 3:38,1,,Link,Chrome,welcome,Default,61,0,C:\Users\welcome\AppData\Local\Google\Chrome\User Data\Default\History,12112
https://towardsdatascience.com/a-comprehensive-guide-to-convolutional-neural-networks-the-eli5-way-3bd2b1164a53,A Comprehensive Guide to Convolutional Neural Networks — the ELI5 way | by Sumit Saha | Towards Data Science,12/3/2021 3:38,1,,Link,Chrome,welcome,Default,111,0,C:\Users\welcome\AppData\Local\Google\Chrome\User Data\Default\History,12111
https://en.wikipedia.org/wiki/Convolutional_neural_network,Convolutional neural network - Wikipedia,12/3/2021 3:38,2,,Link,Chrome,welcome,Default,58,0,C:\Users\welcome\AppData\Local\Google\Chrome\User Data\Default\History,12110
https://www.google.com/search?q=convolutional+neural+network&sxsrf=AOaemvLruN172kQqUabyHd6v60mds3j-8w%3A1638520651729&ei=S9epYaySLMabptQP0fWlkAs&oq=convol&gs_lcp=Cgdnd3Mtd2l6EAMYADIQCAAQgAQQhwIQsQMQgwEQFDIICAAQgAQQsQMyCAgAEIAEELEDMgUIABCABDIICAAQgAQQsQMyCggAEIAEEIcCEBQyBQgAEIAEMggIABCABBCxAzIICAAQgAQQsQMyCAgAEIAEELEDOgcIIxDqAhAnOgQIIxAnOgQIABBDOgoILhDHARDRAxBDOhEILhCABBCxAxCDARDHARDRAzoOCC4QgAQQsQMQxwEQowI6DgguEIAEELEDEMcBENEDOgsIABCABBCxAxCDAToICAAQgAQQyQM6BQgAEJIDOgcIABCxAxBDOgsILhCABBDHARCvAToLCC4QgAQQxwEQ0QNKBAhBGABKBAhGGABQ9m1Yz35gzIoBaAFwAngAgAGKAYgBiQSSAQM1LjGYAQCgAQGwAQrAAQE&sclient=gws-wiz,convolutional neural network - Google Search,12/3/2021 3:38,2,https://www.google.com/search?q=convolutional+neural+network&sxsrf=AOaemvLruN172kQqUabyHd6v60mds3j-8w%3A1638520651729&ei=S9epYaySLMabptQP0fWlkAs&oq=convol&gs_lcp=Cgdnd3Mtd2l6EAMYADIQCAAQgAQQhwIQsQMQgwEQFDIICAAQgAQQsQMyCAgAEIAEELEDMgUIABCABDIICAAQgAQQsQMyCggAEIAEEIcCEBQyBQgAEIAEMggIABCABBCxAzIICAAQgAQQsQMyCAgAEIAEELEDOgcIIxDqAhAnOgQIIxAnOgQIABBDOgoILhDHARDRAxBDOhEILhCABBCxAxCDARDHARDRAzoOCC4QgAQQsQMQxwEQowI6DgguEIAEELEDEMcBENEDOgsIABCABBCxAxCDAToICAAQgAQQyQM6BQgAEJIDOgcIABCxAxBDOgsILhCABBDHARCvAToLCC4QgAQQxwEQ0QNKBAhBGABKBAhGGABQ9m1Yz35gzIoBaAFwAngAgAGKAYgBiQSSAQM1LjGYAQCgAQGwAQrAAQE&sclient=gws-wiz,Link,Chrome,welcome,Default,605,0,C:\Users\welcome\AppData\Local\Google\Chrome\User Data\Default\History,12109
https://www.google.com/search?q=convolutional+neural+network&sxsrf=AOaemvLruN172kQqUabyHd6v60mds3j-8w%3A1638520651729&ei=S9epYaySLMabptQP0fWlkAs&oq=convol&gs_lcp=Cgdnd3Mtd2l6EAMYADIQCAAQgAQQhwIQsQMQgwEQFDIICAAQgAQQsQMyCAgAEIAEELEDMgUIABCABDIICAAQgAQQsQMyCggAEIAEEIcCEBQyBQgAEIAEMggIABCABBCxAzIICAAQgAQQsQMyCAgAEIAEELEDOgcIIxDqAhAnOgQIIxAnOgQIABBDOgoILhDHARDRAxBDOhEILhCABBCxAxCDARDHARDRAzoOCC4QgAQQsQMQxwEQowI6DgguEIAEELEDEMcBENEDOgsIABCABBCxAxCDAToICAAQgAQQyQM6BQgAEJIDOgcIABCxAxBDOgsILhCABBDHARCvAToLCC4QgAQQxwEQ0QNKBAhBGABKBAhGGABQ9m1Yz35gzIoBaAFwAngAgAGKAYgBiQSSAQM1LjGYAQCgAQGwAQrAAQE&sclient=gws-wiz,convolutional neural network - Google Search,12/3/2021 3:38,2,,Form Submit,Chrome,welcome,Default,605,0,C:\Users\welcome\AppData\Local\Google\Chrome\User Data\Default\History,12108
https://en.wikipedia.org/wiki/React_(JavaScript_library),React (JavaScript library) - Wikipedia,12/3/2021 3:37,2,,Link,Chrome,welcome,Default,56,0,C:\Users\welcome\AppData\Local\Google\Chrome\User Data\Default\History,12107
https://reactjs.org/,React – A JavaScript library for building user interfaces,12/3/2021 3:37,1,,Link,Chrome,welcome,Default,20,0,C:\Users\welcome\AppData\Local\Google\Chrome\User Data\Default\History,12106
https://www.google.com/search?q=react&sxsrf=AOaemvLF8OTvzf-P7zHxcDFdDjEiQ6A4lQ%3A1638520592377&ei=ENepYZzFFvClptQPtLiAiAQ&ved=0ahUKEwicjfbunMf0AhXwkokEHTQcAEEQ4dUDCA4&uact=5&oq=react&gs_lcp=Cgdnd3Mtd2l6EAMyBQgAEJECMgQIABBDMgcIABCxAxBDMggIABCABBCxAzIECAAQQzIICAAQgAQQsQMyCAgAEIAEELEDMggIABCABBCxAzIICAAQgAQQsQMyCAgAEIAEELEDOgcIIxDqAhAnOgQIIxAnOgUILhCABDoFCAAQgAQ6EQguEIAEELEDEIMBEMcBENEDOggILhCxAxCDAToECC4QQzoICC4QgAQQsQM6CwgAEIAEELEDEIMBSgQIQRgASgQIRhgAUNKfAliEpwJgj64CaAFwAngAgAFoiAHEA5IBAzQuMZgBAKABAbABCsABAQ&sclient=gws-wiz,react - Google Search,12/3/2021 3:37,2,https://www.google.com/search?q=react&sxsrf=AOaemvLF8OTvzf-P7zHxcDFdDjEiQ6A4lQ%3A1638520592377&ei=ENepYZzFFvClptQPtLiAiAQ&ved=0ahUKEwicjfbunMf0AhXwkokEHTQcAEEQ4dUDCA4&uact=5&oq=react&gs_lcp=Cgdnd3Mtd2l6EAMyBQgAEJECMgQIABBDMgcIABCxAxBDMggIABCABBCxAzIECAAQQzIICAAQgAQQsQMyCAgAEIAEELEDMggIABCABBCxAzIICAAQgAQQsQMyCAgAEIAEELEDOgcIIxDqAhAnOgQIIxAnOgUILhCABDoFCAAQgAQ6EQguEIAEELEDEIMBEMcBENEDOggILhCxAxCDAToECC4QQzoICC4QgAQQsQM6CwgAEIAEELEDEIMBSgQIQRgASgQIRhgAUNKfAliEpwJgj64CaAFwAngAgAFoiAHEA5IBAzQuMZgBAKABAbABCsABAQ&sclient=gws-wiz,Link,Chrome,welcome,Default,528,0,C:\Users\welcome\AppData\Local\Google\Chrome\User Data\Default\History,12105
https://www.google.com/search?q=react&sxsrf=AOaemvLF8OTvzf-P7zHxcDFdDjEiQ6A4lQ%3A1638520592377&ei=ENepYZzFFvClptQPtLiAiAQ&ved=0ahUKEwicjfbunMf0AhXwkokEHTQcAEEQ4dUDCA4&uact=5&oq=react&gs_lcp=Cgdnd3Mtd2l6EAMyBQgAEJECMgQIABBDMgcIABCxAxBDMggIABCABBCxAzIECAAQQzIICAAQgAQQsQMyCAgAEIAEELEDMggIABCABBCxAzIICAAQgAQQsQMyCAgAEIAEELEDOgcIIxDqAhAnOgQIIxAnOgUILhCABDoFCAAQgAQ6EQguEIAEELEDEIMBEMcBENEDOggILhCxAxCDAToECC4QQzoICC4QgAQQsQM6CwgAEIAEELEDEIMBSgQIQRgASgQIRhgAUNKfAliEpwJgj64CaAFwAngAgAFoiAHEA5IBAzQuMZgBAKABAbABCsABAQ&sclient=gws-wiz,react - Google Search,12/3/2021 3:37,2,,Form Submit,Chrome,welcome,Default,528,0,C:\Users\welcome\AppData\Local\Google\Chrome\User Data\Default\History,12104
https://www.techtarget.com/searchnetworking/definition/TCP,What is Transmission Control Protocol (TCP)? Definition from SearchNetworking,12/3/2021 3:36,1,,Link,Chrome,welcome,Default,58,0,C:\Users\welcome\AppData\Local\Google\Chrome\User Data\Default\History,12103
https://www.khanacademy.org/computing/computers-and-internet/xcae6f4a7ff015e7d:the-internet/xcae6f4a7ff015e7d:transporting-packets/a/transmission-control-protocol--tcp,Transmission Control Protocol (TCP) (article) | Khan Academy,12/3/2021 3:36,1,,Link,Chrome,welcome,Default,167,0,C:\Users\welcome\AppData\Local\Google\Chrome\User Data\Default\History,12102
https://www.fortinet.com/resources/cyberglossary/tcp-ip,What is Transmission Control Protocol (TCP)?,12/3/2021 3:36,1,,Link,Chrome,welcome,Default,55,0,C:\Users\welcome\AppData\Local\Google\Chrome\User Data\Default\History,12101
